,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000005.6,9.117408546,-1.776882597,0.157790621,-11.26101527,2.04E-29,2.21E-28
ENSG00000000971.16,726.44623,-1.386063013,0.116911395,-11.85567082,2.01E-32,2.54E-31
ENSG00000001036.14,937.1236208,-1.320769871,0.091265816,-14.47168206,1.83E-47,4.75E-46
ENSG00000001460.18,350.324457,-1.543170796,0.141263169,-10.92408449,8.84E-28,8.80E-27
ENSG00000001617.12,247.703353,-1.399919441,0.120801694,-11.58857462,4.71E-31,5.56E-30
NA,NA,NA,NA,NA,NA,NA
ENSG00000002745.13,56.26017469,-4.177145899,0.199259682,-20.96332713,1.42E-97,2.52E-95
ENSG00000002933.9,1391.031106,-1.656939732,0.133422043,-12.41878549,2.07E-35,3.04E-34
ENSG00000003249.15,1552.014638,-1.307277692,0.119234628,-10.96390967,5.70E-28,5.73E-27
ENSG00000004776.13,334.5947796,-2.404467335,0.157191839,-15.29638784,8.08E-53,2.62E-51
ENSG00000004838.14,317.5293497,-2.885065818,0.131423048,-21.95251029,8.19E-107,2.09E-104
ENSG00000004846.16,1.484278114,-1.870087569,0.270433002,-6.915160324,4.67E-12,1.71E-11
ENSG00000004848.8,256.6366205,-1.532596956,0.173498892,-8.833468288,1.01E-18,5.89E-18
ENSG00000005020.13,1441.034528,-1.846784231,0.110149319,-16.76618841,4.31E-63,2.17E-61
ENSG00000005059.16,414.4956206,-2.20309462,0.111124608,-19.82544338,1.80E-87,2.08E-85
ENSG00000005884.18,2294.007225,-1.612041578,0.109787345,-14.68330965,8.25E-49,2.26E-47
ENSG00000006327.14,848.8299915,-2.224592683,0.171273498,-12.98854,1.42E-38,2.43E-37
ENSG00000006555.11,9.92012077,-1.212030497,0.188950393,-6.414543388,1.41E-10,4.63E-10
ENSG00000006659.13,0.339735208,-1.108018295,0.476131857,-2.327124888,0.019958619,0.03006229
ENSG00000006756.16,681.3221573,-1.876631523,0.088787453,-21.13622434,3.69E-99,6.93E-97
ENSG00000006757.12,449.1362541,-1.954641354,0.119598849,-16.34331238,4.85E-60,2.22E-58
ENSG00000007038.11,4.348566362,-1.163399626,0.178410683,-6.520907877,6.99E-11,2.34E-10
ENSG00000007062.12,658.4522446,-1.578929169,0.106935273,-14.76527928,2.45E-49,6.84E-48
ENSG00000007171.18,286.9934689,-2.49195018,0.140387966,-17.75045435,1.71E-70,1.11E-68
ENSG00000007174.18,624.1877227,-2.274200349,0.1243489,-18.2888658,1.02E-74,8.00E-73
ENSG00000007312.13,11.32249813,-1.201244494,0.153587932,-7.821216692,5.23E-15,2.37E-14
ENSG00000007314.12,11.45185698,-2.186220876,0.142247248,-15.36916118,2.64E-53,8.69E-52
ENSG00000007384.15,1014.2956,-1.12569193,0.107327902,-10.48834374,9.77E-26,8.58E-25
ENSG00000007866.22,222.7005261,-1.831776149,0.109586749,-16.71530695,1.01E-62,5.03E-61
ENSG00000008196.13,30.23462636,-2.679324234,0.427339136,-6.269784368,3.62E-10,1.14E-09
ENSG00000008283.16,1109.362774,-1.066939964,0.105133971,-10.14838452,3.37E-24,2.71E-23
ENSG00000008323.15,10.82555629,-1.144555233,0.154007083,-7.431835004,1.07E-13,4.43E-13
ENSG00000010030.14,55.25043468,-2.257948994,0.13056885,-17.29316745,5.30E-67,3.06E-65
ENSG00000010704.18,215.0122299,-1.922399612,0.084455185,-22.76236353,1.08E-114,3.68E-112
ENSG00000010932.17,12.01849481,-1.412712622,0.145047109,-9.739681334,2.04E-22,1.49E-21
ENSG00000011028.14,3884.248707,-1.885111007,0.107866995,-17.47625396,2.17E-68,1.35E-66
NA.1,NA,NA,NA,NA,NA,NA
ENSG00000011422.12,394.9970579,-1.643201871,0.133181009,-12.33810951,5.65E-35,8.14E-34
ENSG00000011638.11,281.9530075,-1.20456828,0.094858399,-12.69859384,6.02E-37,9.45E-36
ENSG00000012211.13,91.00700367,-2.059592148,0.073193457,-28.13902008,3.27E-174,3.81E-171
ENSG00000012223.13,3244.655215,-4.921140252,0.307169806,-16.02091142,9.13E-58,3.71E-56
ENSG00000013588.9,154.7060012,-1.708985442,0.223374432,-7.650765701,2.00E-14,8.70E-14
ENSG00000013725.14,65.90580186,-1.386561349,0.138363836,-10.02112539,1.23E-23,9.61E-23
ENSG00000013810.20,1192.596374,-1.494292321,0.132402557,-11.28597784,1.54E-29,1.68E-28
ENSG00000015413.9,119.9982588,-2.549420651,0.236607569,-10.77489053,4.52E-27,4.34E-26
ENSG00000016082.15,0.728241023,-2.550676217,0.382950055,-6.660597606,2.73E-11,9.45E-11
ENSG00000016402.13,146.2576886,-2.649415176,0.168528507,-15.72087248,1.09E-55,3.98E-54
ENSG00000016490.16,0.767726662,-1.644006829,0.30914436,-5.317925992,1.05E-07,2.73E-07
ENSG00000018280.17,1378.503088,-1.376826209,0.173010018,-7.95807217,1.75E-15,8.19E-15
ENSG00000018408.15,4152.934453,-1.155125288,0.127975221,-9.026163673,1.78E-19,1.08E-18
ENSG00000019549.13,169.883514,-1.065813408,0.138896151,-7.6734553,1.67E-14,7.34E-14
ENSG00000019582.15,49581.04555,-1.186588617,0.152897556,-7.760677461,8.45E-15,3.78E-14
ENSG00000019991.18,307.0480929,-1.410827853,0.16129445,-8.746908879,2.19E-18,1.24E-17
ENSG00000021355.13,986.2718214,-1.059498765,0.092813403,-11.41536384,3.50E-30,3.96E-29
ENSG00000021852.13,0.519506279,-1.089691528,0.353075081,-3.0862884,0.002026721,0.003477028
ENSG00000023445.16,201.5020417,-1.1692985,0.128421587,-9.105155356,8.61E-20,5.36E-19
ENSG00000024422.12,2459.778176,-1.193758433,0.091617946,-13.02974449,8.29E-39,1.44E-37
ENSG00000024526.17,93.3148101,-1.701422354,0.186589635,-9.118525544,7.62E-20,4.76E-19
ENSG00000025708.14,659.7385983,-1.220908468,0.17234873,-7.083942335,1.40E-12,5.35E-12
ENSG00000026025.16,26328.19397,-1.234015265,0.159798981,-7.722297482,1.14E-14,5.07E-14
ENSG00000026103.22,375.4758539,-1.218317862,0.112140815,-10.86417878,1.71E-27,1.68E-26
ENSG00000027644.5,36.40329959,-1.06413355,0.184328771,-5.77301928,7.79E-09,2.22E-08
ENSG00000027869.12,24.18336352,-1.737551412,0.14251642,-12.19193839,3.43E-34,4.73E-33
ENSG00000028116.18,146.5773891,-1.163155088,0.110046695,-10.56965037,4.12E-26,3.71E-25
ENSG00000029153.14,352.6882449,-1.444946056,0.098886324,-14.61219306,2.35E-48,6.28E-47
ENSG00000029559.7,59.8410407,-1.513396106,0.394614061,-3.8351297,0.000125498,0.000246658
ENSG00000030304.14,12.06053376,-1.965974119,0.181896327,-10.8082123,3.15E-27,3.05E-26
ENSG00000034152.19,869.260009,-1.029326869,0.06678169,-15.41330961,1.33E-53,4.45E-52
ENSG00000034239.11,109.2815861,-1.981789282,0.206007572,-9.619982702,6.58E-22,4.64E-21
ENSG00000035499.13,125.3798493,-1.029666828,0.150347714,-6.848569889,7.46E-12,2.70E-11
ENSG00000035720.8,5.738969808,-1.161749304,0.208061049,-5.583694359,2.35E-08,6.50E-08
ENSG00000037897.17,672.8162336,-1.962700224,0.116119732,-16.90238341,4.32E-64,2.27E-62
ENSG00000037965.6,17.63635908,-4.739897972,0.370239829,-12.80223683,1.59E-37,2.57E-36
ENSG00000038945.15,1015.280359,-1.355490562,0.155691631,-8.706251938,3.14E-18,1.76E-17
ENSG00000039139.9,223.9562984,-1.846106647,0.134778163,-13.6973721,1.05E-42,2.21E-41
ENSG00000039537.14,40.56471223,-4.004775894,0.265808507,-15.06639475,2.69E-51,8.19E-50
ENSG00000041982.16,14059.84934,-1.544702517,0.138409201,-11.16040338,6.37E-29,6.72E-28
ENSG00000042062.13,224.8967264,-1.36595923,0.128114636,-10.66200763,1.53E-26,1.42E-25
ENSG00000042493.16,2672.446011,-1.643333687,0.127373599,-12.90168215,4.40E-38,7.30E-37
ENSG00000042781.14,27.03798298,-1.277512665,0.105781755,-12.07687149,1.40E-33,1.88E-32
ENSG00000043355.12,656.8599551,-1.387818994,0.097776805,-14.19374455,1.00E-45,2.39E-44
ENSG00000044090.10,776.6408889,-1.255818168,0.057651147,-21.78305624,3.36E-105,8.43E-103
ENSG00000044524.11,405.5286786,-1.06733373,0.119520155,-8.930156811,4.25E-19,2.52E-18
ENSG00000046604.13,86.87650315,-4.739902218,0.232340071,-20.40070922,1.65E-92,2.32E-90
ENSG00000047457.14,1338.472492,-1.373467706,0.211078609,-6.506901433,7.67E-11,2.56E-10
ENSG00000047597.7,212.5353251,-1.32583943,0.190217336,-6.970129314,3.17E-12,1.18E-11
ENSG00000049089.15,3331.431198,-1.01234908,0.114763182,-8.821200825,1.13E-18,6.55E-18
ENSG00000049247.14,2.858268289,-1.080641891,0.296722766,-3.641924434,0.000270608,0.000512656
ENSG00000049323.16,2097.466651,-1.420138888,0.112635561,-12.60826397,1.90E-36,2.92E-35
ENSG00000049540.18,4508.335862,-1.102512135,0.112842997,-9.770319512,1.51E-22,1.11E-21
ENSG00000050327.15,32.24032413,-1.436123038,0.121934952,-11.77778001,5.08E-32,6.24E-31
ENSG00000050344.9,157.3236269,-1.444011549,0.084727019,-17.04310588,3.93E-65,2.11E-63
ENSG00000050555.19,710.0200002,-1.208408491,0.114975728,-10.51011816,7.76E-26,6.86E-25
ENSG00000050767.17,351.6396186,-1.190806443,0.183462591,-6.490731652,8.54E-11,2.84E-10
ENSG00000051341.14,107.7726714,-1.066660296,0.153485514,-6.949582838,3.66E-12,1.36E-11
ENSG00000052850.8,59.47608853,-1.529068222,0.181012631,-8.44730123,2.98E-17,1.57E-16
ENSG00000053328.8,24.96430529,-1.904526106,0.160382493,-11.87490023,1.60E-32,2.03E-31
ENSG00000053438.11,1750.690599,-1.895888998,0.217430468,-8.719518557,2.79E-18,1.57E-17
ENSG00000054179.12,783.2030541,-2.119945462,0.127072146,-16.68300667,1.74E-62,8.61E-61
ENSG00000054803.4,299.8739121,-1.104498236,0.263255634,-4.195535037,2.72E-05,5.75E-05
ENSG00000055732.13,15.51921258,-1.643908943,0.198108533,-8.298021898,1.06E-16,5.41E-16
ENSG00000055957.11,5.371238693,-2.023406662,0.199100154,-10.16275788,2.91E-24,2.34E-23
ENSG00000056998.20,1684.418413,-1.334418136,0.135238239,-9.867165893,5.78E-23,4.32E-22
ENSG00000057294.15,154.5371465,-1.120134972,0.16269321,-6.884952167,5.78E-12,2.11E-11
ENSG00000058673.17,5.352627433,-1.344294484,0.144424278,-9.307953611,1.30E-20,8.53E-20
ENSG00000059378.13,819.4265479,-1.332560116,0.096353122,-13.82996297,1.68E-43,3.65E-42
ENSG00000060982.15,1690.954073,-2.432698626,0.127939544,-19.01443877,1.30E-80,1.21E-78
ENSG00000061337.15,1470.171976,-1.457701731,0.143314779,-10.17132877,2.66E-24,2.15E-23
ENSG00000061455.11,40.80202727,-1.125053222,0.095920374,-11.72903287,9.05E-32,1.09E-30
ENSG00000061656.10,55.1735916,-1.854765803,0.11933451,-15.54257693,1.79E-54,6.20E-53
ENSG00000062096.15,183.8614992,-2.421274722,0.212516948,-11.39332533,4.51E-30,5.06E-29
ENSG00000063127.16,63.20664836,-1.127225309,0.101484828,-11.10732835,1.16E-28,1.20E-27
ENSG00000064012.22,319.6872558,-1.294011468,0.080494611,-16.07575284,3.77E-58,1.57E-56
ENSG00000064199.7,229.9692493,-1.694083322,0.115065106,-14.72282417,4.60E-49,1.27E-47
ENSG00000064218.5,16.61539732,-3.27835107,0.341447747,-9.601325809,7.89E-22,5.54E-21
ENSG00000064300.9,1184.042156,-1.904435229,0.177084714,-10.75437392,5.65E-27,5.37E-26
ENSG00000064655.19,693.6773405,-1.717717784,0.129018318,-13.3137512,1.93E-40,3.67E-39
ENSG00000064886.14,2332.852548,-2.247939025,0.213194314,-10.54408528,5.41E-26,4.82E-25
ENSG00000065882.16,2194.775575,-1.042131828,0.071667044,-14.54129786,6.63E-48,1.76E-46
ENSG00000066185.13,113.4429468,-1.78832143,0.12056467,-14.83288117,8.98E-50,2.54E-48
ENSG00000066279.18,367.1236472,-1.423741094,0.198774538,-7.162592895,7.92E-13,3.08E-12
ENSG00000067066.17,1094.831426,-1.390408809,0.099931433,-13.9136282,5.24E-44,1.18E-42
ENSG00000067182.8,3762.340136,-1.047724336,0.102776522,-10.19419921,2.10E-24,1.71E-23
ENSG00000068078.20,7357.312632,-1.835779132,0.147127149,-12.47750085,9.90E-36,1.48E-34
ENSG00000068976.14,1295.056609,-2.003971358,0.155695233,-12.87111569,6.54E-38,1.07E-36
ENSG00000069011.16,57.80953411,-2.166623029,0.238684714,-9.077343062,1.11E-19,6.86E-19
ENSG00000069206.15,0.495360282,-1.699817049,0.357450183,-4.755395657,1.98E-06,4.64E-06
ENSG00000069399.15,385.2641774,-1.024399745,0.096184802,-10.65032853,1.74E-26,1.61E-25
ENSG00000069535.14,6949.479384,-2.270807318,0.182335437,-12.45400983,1.33E-35,1.97E-34
ENSG00000070019.5,4.23416091,-1.912325358,0.142238661,-13.44448368,3.32E-41,6.51E-40
ENSG00000070159.14,251.9670759,-1.201943744,0.211894817,-5.672360271,1.41E-08,3.96E-08
ENSG00000070193.5,33.15042289,-2.89343108,0.221048981,-13.08954727,3.78E-39,6.72E-38
ENSG00000070731.11,35.45804788,-2.074081135,0.172486344,-12.02461066,2.64E-33,3.48E-32
ENSG00000070882.13,1519.248579,-1.215238705,0.089038941,-13.64839571,2.06E-42,4.30E-41
ENSG00000071991.9,201.6569028,-1.776857199,0.194932401,-9.115248098,7.85E-20,4.90E-19
ENSG00000072110.15,5539.202212,-1.284644053,0.133503488,-9.622550495,6.42E-22,4.53E-21
ENSG00000072274.13,3648.93316,-1.331919284,0.085642553,-15.55207363,1.54E-54,5.37E-53
ENSG00000072682.19,624.7992754,-1.198682115,0.099566141,-12.03905362,2.21E-33,2.94E-32
ENSG00000072694.21,81.42813915,-1.971113083,0.199495466,-9.880490644,5.06E-23,3.80E-22
ENSG00000072840.13,377.2295909,-2.067706511,0.131333023,-15.74399538,7.55E-56,2.80E-54
ENSG00000073282.14,27.42582979,-2.081721924,0.150052074,-13.8733299,9.19E-44,2.03E-42
ENSG00000073331.18,402.9526672,-1.082570415,0.101652276,-10.64974098,1.75E-26,1.62E-25
ENSG00000073734.10,9.764448658,-2.403126924,0.217815493,-11.03285577,2.65E-28,2.72E-27
ENSG00000073792.16,227.0315503,-3.140113151,0.204042034,-15.38954056,1.92E-53,6.39E-52
ENSG00000073861.3,18.98653921,-1.044419334,0.151072352,-6.913371768,4.73E-12,1.74E-11
ENSG00000074047.22,476.932798,-1.021308063,0.103983421,-9.821835582,9.07E-23,6.72E-22
ENSG00000074219.14,344.3765725,-1.44008534,0.100013032,-14.39897685,5.25E-47,1.32E-45
ENSG00000074966.11,7.69926852,-1.078291889,0.174677431,-6.173046429,6.70E-10,2.08E-09
ENSG00000075213.11,423.8831378,-2.475365258,0.164713669,-15.02829286,4.79E-51,1.44E-49
ENSG00000075218.19,300.6545935,-1.281560193,0.163652607,-7.830979393,4.84E-15,2.20E-14
ENSG00000075275.18,321.6572667,-2.054142266,0.168335765,-12.20264904,3.01E-34,4.17E-33
ENSG00000075420.13,1180.201978,-1.123450217,0.067684253,-16.59839868,7.16E-62,3.47E-60
ENSG00000075429.9,229.0770895,-3.417630173,0.235130972,-14.53500637,7.27E-48,1.92E-46
ENSG00000075643.6,40.96723739,-1.583661643,0.12511588,-12.65755904,1.02E-36,1.59E-35
ENSG00000075702.18,350.9587946,-1.224541154,0.145308918,-8.427157604,3.54E-17,1.86E-16
ENSG00000076555.15,1170.581753,-1.33186003,0.095083943,-14.00720239,1.41E-44,3.24E-43
ENSG00000076706.17,3522.164882,-1.072729215,0.097956686,-10.9510566,6.57E-28,6.58E-27
ENSG00000076770.14,339.0533165,-1.406636002,0.106896184,-13.15889818,1.51E-39,2.76E-38
ENSG00000077274.9,5.886803733,-3.063157589,0.235265391,-13.02000932,9.42E-39,1.63E-37
ENSG00000077498.9,0.826082347,-1.511359747,0.333163537,-4.536390025,5.72E-06,1.28E-05
ENSG00000077616.11,210.4660489,-1.05765595,0.135650098,-7.796942022,6.34E-15,2.86E-14
ENSG00000077713.19,407.8620811,-1.18652039,0.115316089,-10.28928748,7.88E-25,6.53E-24
ENSG00000077942.19,1678.771509,-1.699083294,0.128495303,-13.22292142,6.47E-40,1.20E-38
ENSG00000077984.6,34.42536864,-1.013572959,0.147884735,-6.853803815,7.19E-12,2.60E-11
ENSG00000078081.8,39.44513819,-1.636908332,0.158530579,-10.32550528,5.40E-25,4.52E-24
ENSG00000078098.14,93.29421075,-1.526985215,0.148790898,-10.26262518,1.04E-24,8.56E-24
ENSG00000078399.19,35.04143197,-5.044721023,0.387669756,-13.0129342,1.03E-38,1.78E-37
ENSG00000078589.13,8.616406946,-1.277173348,0.251714702,-5.073892535,3.90E-07,9.67E-07
ENSG00000079101.16,36.56782203,-1.797130036,0.174875351,-10.27663432,8.98E-25,7.42E-24
ENSG00000079257.8,139.7121372,-1.325437327,0.1023196,-12.95389477,2.23E-38,3.77E-37
ENSG00000079385.23,21.76903,-1.380294937,0.099376166,-13.8895974,7.32E-44,1.63E-42
ENSG00000079931.15,1119.163069,-4.661254148,0.203912879,-22.85904735,1.19E-115,4.12E-113
ENSG00000080511.5,0.832872616,-1.68353222,0.270287883,-6.228663309,4.70E-10,1.48E-09
ENSG00000080572.13,4.270279367,-4.230213213,0.27460952,-15.40446674,1.53E-53,5.09E-52
ENSG00000080573.7,2985.950843,-1.452384919,0.107339951,-13.53070223,1.03E-41,2.08E-40
ENSG00000080986.13,262.5955638,-1.092332537,0.178269955,-6.12740681,8.93E-10,2.75E-09
ENSG00000081051.8,8.003313125,-3.807716539,0.264116286,-14.41681843,4.06E-47,1.03E-45
ENSG00000081059.20,328.5969385,-1.343515126,0.107314669,-12.51939863,5.85E-36,8.82E-35
ENSG00000081248.11,36.55194484,-2.401662347,0.183594193,-13.08136332,4.21E-39,7.45E-38
ENSG00000081803.16,1261.155535,-1.060367882,0.128075004,-8.279272672,1.24E-16,6.31E-16
ENSG00000082126.18,6.821908199,-2.048225276,0.153030568,-13.38441921,7.46E-41,1.44E-39
ENSG00000082293.13,43.5259222,-1.272575807,0.194193601,-6.553129471,5.63E-11,1.91E-10
ENSG00000082497.12,211.2452078,-1.164523435,0.146441113,-7.952161864,1.83E-15,8.58E-15
ENSG00000082512.15,420.622808,-1.255308625,0.087239837,-14.38916742,6.05E-47,1.52E-45
ENSG00000082929.8,3.303018799,-1.431180145,0.242901277,-5.892023957,3.81E-09,1.12E-08
ENSG00000083067.23,1049.832736,-1.847598671,0.182845357,-10.10470653,5.27E-24,4.20E-23
ENSG00000083782.8,0.310746721,-1.239401795,0.460609395,-2.69078705,0.007128368,0.011383204
ENSG00000084636.18,3860.849683,-1.138927692,0.110527408,-10.30448205,6.73E-25,5.59E-24
ENSG00000084674.15,21.03639943,-2.206142263,0.182777704,-12.07008412,1.52E-33,2.03E-32
ENSG00000085491.17,294.8993766,-1.576441491,0.080693918,-19.53606341,5.42E-85,5.94E-83
ENSG00000085552.17,101.2225837,-1.130394089,0.115206106,-9.811928616,1.00E-22,7.39E-22
ENSG00000085831.15,77.0455225,-1.23948816,0.143871939,-8.615218261,6.98E-18,3.82E-17
ENSG00000086288.12,9.025617677,-1.594032793,0.166916293,-9.549893344,1.30E-21,8.98E-21
ENSG00000086300.16,1286.430146,-1.263261616,0.139531216,-9.05361292,1.38E-19,8.47E-19
ENSG00000086991.13,73.08377309,-1.564403479,0.143029904,-10.93759722,7.62E-28,7.60E-27
ENSG00000087077.14,2759.749956,-1.578717802,0.093715707,-16.84581868,1.13E-63,5.83E-62
ENSG00000087245.13,2827.789362,-1.303149536,0.106188461,-12.27204465,1.28E-34,1.81E-33
ENSG00000087250.9,22551.71263,-1.204001762,0.135016764,-8.917424252,4.77E-19,2.82E-18
ENSG00000087303.18,384.8623631,-1.459240596,0.135758759,-10.74877676,6.01E-27,5.70E-26
ENSG00000087510.7,28.12534685,-2.08874001,0.176745271,-11.81779856,3.16E-32,3.93E-31
ENSG00000087586.18,256.4111813,-1.074990827,0.111440922,-9.646284402,5.10E-22,3.62E-21
ENSG00000088340.17,43.78356961,-1.44562167,0.137112885,-10.54329558,5.46E-26,4.86E-25
ENSG00000088727.13,365.1924844,-1.074692234,0.069380465,-15.48983897,4.06E-54,1.39E-52
ENSG00000088926.14,3.92774766,-1.672694422,0.163368089,-10.23880755,1.33E-24,1.09E-23
ENSG00000089012.14,8.145063153,-1.465780164,0.206675493,-7.092181779,1.32E-12,5.05E-12
ENSG00000089101.19,147.8682663,-1.769589464,0.130863086,-13.52244944,1.15E-41,2.32E-40
ENSG00000089127.14,916.9077548,-1.522155441,0.151321443,-10.0590862,8.38E-24,6.60E-23
ENSG00000089225.20,143.1167373,-1.366415803,0.301948573,-4.525326256,6.03E-06,1.35E-05
ENSG00000089356.18,10.45778623,-1.43172474,0.137557738,-10.40817306,2.28E-25,1.95E-24
ENSG00000089685.15,720.6178105,-1.132021152,0.192780772,-5.872064635,4.30E-09,1.25E-08
ENSG00000090382.7,351.1177896,-1.453530916,0.20265444,-7.172460269,7.37E-13,2.88E-12
ENSG00000090530.10,483.6866877,-1.851251991,0.122028178,-15.17069272,5.53E-52,1.72E-50
ENSG00000090889.12,419.6156906,-1.476687327,0.154692023,-9.545982396,1.35E-21,9.32E-21
ENSG00000091128.13,18.8367894,-1.500256295,0.13685997,-10.9619803,5.82E-28,5.85E-27
ENSG00000091136.15,1872.937751,-1.617446168,0.131861523,-12.26624817,1.37E-34,1.94E-33
ENSG00000091137.14,72.7707219,-1.646347139,0.139461464,-11.80503266,3.68E-32,4.55E-31
ENSG00000091181.20,4.900219515,-2.462049158,0.20827388,-11.82120947,3.03E-32,3.78E-31
ENSG00000091436.17,1433.266797,-1.268689581,0.086223519,-14.71396198,5.24E-49,1.44E-47
ENSG00000091490.11,1011.969089,-2.175712817,0.156204651,-13.92860462,4.25E-44,9.58E-43
ENSG00000091704.10,5.362105618,-3.728885203,0.23364424,-15.95967098,2.44E-57,9.69E-56
ENSG00000091879.14,724.3181028,-1.410621544,0.159919029,-8.820848599,1.14E-18,6.57E-18
ENSG00000092758.18,1610.152313,-1.764191708,0.169038461,-10.43662903,1.69E-25,1.46E-24
ENSG00000092853.14,215.0052714,-1.317125474,0.152430668,-8.640816776,5.58E-18,3.08E-17
ENSG00000092969.12,1572.50292,-1.93427704,0.176133808,-10.98186122,4.67E-28,4.72E-27
ENSG00000093009.11,200.7273948,-1.277840819,0.169924007,-7.520072323,5.47E-14,2.31E-13
ENSG00000093072.18,1740.31178,-1.355607166,0.098690559,-13.73593567,6.19E-43,1.31E-41
ENSG00000094804.12,243.8985977,-1.217540694,0.127903416,-9.519219484,1.74E-21,1.20E-20
ENSG00000095303.17,1194.854924,-1.332321679,0.124008495,-10.7437936,6.34E-27,6.01E-26
ENSG00000095777.17,8.524200982,-1.223204873,0.243987165,-5.013398437,5.35E-07,1.31E-06
ENSG00000096060.15,4518.314163,-1.463571192,0.148187223,-9.876500559,5.26E-23,3.95E-22
ENSG00000099139.14,564.0210335,-1.190817768,0.084334399,-14.12019039,2.85E-45,6.71E-44
ENSG00000099260.11,670.5564219,-1.102550603,0.093409439,-11.80341748,3.75E-32,4.64E-31
ENSG00000099377.14,212.9695058,-1.070164115,0.098886176,-10.82218115,2.70E-27,2.63E-26
ENSG00000099869.8,7.633916993,-1.533287692,0.244531542,-6.270306391,3.60E-10,1.14E-09
ENSG00000099953.10,97.07109594,-1.774202398,0.114577619,-15.48472039,4.40E-54,1.50E-52
ENSG00000099958.15,15.8876068,-1.052738914,0.109183865,-9.641890882,5.32E-22,3.77E-21
ENSG00000099994.11,242.9422856,-1.24035861,0.119039192,-10.41974991,2.01E-25,1.73E-24
ENSG00000100012.12,3.897699028,-2.371341959,0.200978651,-11.79897438,3.95E-32,4.88E-31
ENSG00000100033.16,678.7584573,-1.426271531,0.153141245,-9.313438269,1.24E-20,8.12E-20
ENSG00000100078.4,4.099021047,-2.382273934,0.300104062,-7.938159569,2.05E-15,9.56E-15
ENSG00000100097.12,5437.929998,-1.502884058,0.104819943,-14.33776832,1.27E-46,3.16E-45
NA.2,NA,NA,NA,NA,NA,NA
ENSG00000100146.18,3857.519155,-1.050235626,0.195029592,-5.385006518,7.24E-08,1.92E-07
ENSG00000100151.16,840.7844899,-1.031156518,0.106088502,-9.719776356,2.48E-22,1.80E-21
ENSG00000100196.11,83.72885731,-1.906699086,0.110292683,-17.28762995,5.83E-67,3.35E-65
ENSG00000100206.10,13.26680482,-1.481632484,0.121653199,-12.17914942,4.01E-34,5.52E-33
ENSG00000100218.12,67.73499209,-1.00790509,0.103868817,-9.703635044,2.91E-22,2.10E-21
ENSG00000100228.12,473.4224074,-2.341070878,0.134391387,-17.41979848,5.84E-68,3.53E-66
ENSG00000100336.17,655.1808867,-1.717606121,0.203918492,-8.423003254,3.67E-17,1.93E-16
ENSG00000100342.21,802.9770481,-1.292987763,0.136476716,-9.474053918,2.69E-21,1.84E-20
ENSG00000100373.10,19.55840967,-1.926578971,0.212083643,-9.0840526,1.05E-19,6.47E-19
ENSG00000100385.14,69.64376627,-1.215702759,0.187571853,-6.48126434,9.10E-11,3.02E-10
ENSG00000100441.10,667.352134,-1.53969635,0.081581254,-18.87316361,1.90E-79,1.68E-77
ENSG00000100450.13,20.66737267,-1.507220521,0.189323096,-7.961102209,1.71E-15,8.00E-15
ENSG00000100473.18,43.2022649,-1.479229625,0.140959914,-10.49397369,9.21E-26,8.11E-25
ENSG00000100504.17,1256.550768,-1.422021002,0.106293805,-13.37821152,8.11E-41,1.56E-39
ENSG00000100558.9,24.18961594,-1.619578755,0.153804727,-10.53009742,6.28E-26,5.57E-25
ENSG00000100583.4,96.41072567,-1.216982887,0.094085963,-12.93479764,2.86E-38,4.81E-37
ENSG00000100593.18,15.14937237,-1.248796707,0.159270165,-7.84074472,4.48E-15,2.04E-14
ENSG00000100739.11,2.757231366,-1.434538435,0.198057077,-7.243055683,4.39E-13,1.74E-12
ENSG00000100884.9,1475.478464,-1.123510412,0.218299238,-5.146652918,2.65E-07,6.69E-07
ENSG00000100985.7,147.50263,-3.240841065,0.247789849,-13.07899042,4.34E-39,7.68E-38
ENSG00000100987.15,58.23971364,-2.01448585,0.184916398,-10.89403573,1.23E-27,1.22E-26
ENSG00000101057.16,540.5506271,-1.446043679,0.208828191,-6.92456163,4.37E-12,1.61E-11
ENSG00000101104.13,712.2521316,-1.225487384,0.122376229,-10.01409663,1.32E-23,1.03E-22
ENSG00000101115.13,54.41517937,-1.000732401,0.159969715,-6.25576162,3.96E-10,1.25E-09
ENSG00000101188.5,55.22945216,-1.100008125,0.21954395,-5.010423313,5.43E-07,1.33E-06
ENSG00000101222.12,245.631228,-2.105901207,0.156432916,-13.46200822,2.62E-41,5.16E-40
ENSG00000101323.5,1.75827629,-2.690221005,0.2550675,-10.54709442,5.24E-26,4.68E-25
ENSG00000101384.12,3093.458094,-1.057114133,0.097876809,-10.80045562,3.42E-27,3.31E-26
ENSG00000101439.9,56639.53288,-1.468660592,0.116637522,-12.5916649,2.35E-36,3.59E-35
ENSG00000101443.18,75.7896946,-1.420117809,0.144606199,-9.820587333,9.18E-23,6.80E-22
ENSG00000101447.15,150.1361281,-1.301527255,0.150891173,-8.625602322,6.38E-18,3.50E-17
ENSG00000101460.13,1752.853976,-1.01722621,0.118336988,-8.596012357,8.25E-18,4.50E-17
ENSG00000101608.13,1537.766174,-1.471582048,0.074413695,-19.77568843,4.82E-87,5.50E-85
ENSG00000101638.14,1251.412469,-1.687947306,0.176801392,-9.547138084,1.33E-21,9.22E-21
