,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000101825.8,539.1686291,-1.992277862,0.174302992,-11.42996939,2.96E-30,3.37E-29
ENSG00000101850.13,85.47146937,-1.150014758,0.139216472,-8.260622772,1.45E-16,7.33E-16
ENSG00000101892.12,6.868366344,-1.261908983,0.220587504,-5.72067303,1.06E-08,3.00E-08
NA.3,NA,NA,NA,NA,NA,NA
ENSG00000101911.13,561.3688284,-1.371404963,0.114449868,-11.98258234,4.38E-33,5.73E-32
ENSG00000102007.11,470.2672366,-2.038747965,0.116907463,-17.438989,4.17E-68,2.54E-66
ENSG00000102024.18,3790.527614,-1.128109491,0.076148716,-14.81455693,1.18E-49,3.32E-48
ENSG00000102034.17,298.7004854,-1.132873164,0.112916184,-10.03286794,1.09E-23,8.56E-23
ENSG00000102104.9,5.540708908,-2.493629817,0.338519645,-7.366278006,1.75E-13,7.17E-13
ENSG00000102174.9,257.2146152,-1.039506981,0.137948448,-7.535474255,4.87E-14,2.06E-13
ENSG00000102245.8,5.547013346,-1.89739661,0.212951615,-8.909989314,5.10E-19,3.01E-18
ENSG00000102265.12,2891.477829,-3.591380113,0.159479789,-22.51934328,2.68E-112,7.96E-110
ENSG00000102271.14,884.0570836,-1.50041702,0.1363478,-11.00433609,3.64E-28,3.70E-27
ENSG00000102287.19,125.1511771,-1.016359584,0.160977305,-6.313682452,2.72E-10,8.75E-10
ENSG00000102313.9,1.307513914,-2.355707475,0.385119692,-6.116819066,9.55E-10,2.93E-09
ENSG00000102359.8,484.4855946,-2.427053236,0.171025983,-14.19113749,1.04E-45,2.48E-44
ENSG00000102387.16,15.57134074,-1.078636522,0.118603206,-9.094497218,9.50E-20,5.90E-19
ENSG00000102445.20,486.3791992,-2.189726372,0.104706243,-20.91304499,4.07E-97,7.00E-95
ENSG00000102802.10,33.81481208,-1.758237938,0.183226935,-9.595957819,8.31E-22,5.83E-21
ENSG00000103355.13,15.28913072,-1.702132338,0.278652009,-6.108451695,1.01E-09,3.08E-09
ENSG00000103381.12,726.8888789,-1.033514964,0.100927466,-10.24017548,1.31E-24,1.07E-23
NA.4,NA,NA,NA,NA,NA,NA
ENSG00000103472.10,3.680388863,-1.468225388,0.158133601,-9.284714797,1.62E-20,1.06E-19
ENSG00000103569.10,55.97602248,-1.392161246,0.20301249,-6.857515245,7.01E-12,2.54E-11
ENSG00000103599.20,98.45079444,-1.00918062,0.082037861,-12.30140099,8.90E-35,1.27E-33
ENSG00000103742.12,2200.129252,-1.110246568,0.116910125,-9.496581794,2.17E-21,1.49E-20
ENSG00000104055.16,48.73236269,-2.6656239,0.184871624,-14.41878335,3.94E-47,9.99E-46
ENSG00000104213.13,91.99598071,-1.695303733,0.108964696,-15.55828448,1.40E-54,4.88E-53
ENSG00000104267.10,3814.519204,-1.610622606,0.115326152,-13.96580545,2.52E-44,5.74E-43
ENSG00000104321.11,6.080478863,-2.021375304,0.229590077,-8.804279908,1.32E-18,7.57E-18
ENSG00000104324.16,992.5958599,-1.730110342,0.091296696,-18.95041567,4.38E-80,3.97E-78
ENSG00000104361.10,400.671861,-1.236853958,0.139115369,-8.890850583,6.06E-19,3.57E-18
ENSG00000104368.19,1809.344124,-2.295154607,0.153514941,-14.95069208,1.54E-50,4.52E-49
ENSG00000104369.5,214.7248701,-1.078137409,0.166502027,-6.475220923,9.47E-11,3.14E-10
ENSG00000104415.14,191.9527499,-3.616904495,0.166585421,-21.71201106,1.58E-104,3.85E-102
ENSG00000104432.14,34.85667443,-1.383894591,0.111742508,-12.38467457,3.16E-35,4.62E-34
ENSG00000104450.13,537.7888535,-1.09999421,0.104244429,-10.55206712,4.97E-26,4.44E-25
ENSG00000104518.11,893.1659382,-1.575941832,0.093211819,-16.907103,3.99E-64,2.11E-62
ENSG00000104611.12,111.2217889,-3.386062141,0.130791761,-25.88895593,8.87E-148,5.36E-145
ENSG00000104783.14,97.73302692,-1.733699845,0.140381037,-12.34995756,4.87E-35,7.05E-34
ENSG00000104804.8,12.3497618,-1.325759244,0.145781591,-9.094147187,9.53E-20,5.92E-19
ENSG00000104901.7,13.45774642,-1.515288916,0.161860685,-9.361686047,7.85E-21,5.22E-20
ENSG00000104918.8,2.258729582,-1.439143159,0.294999149,-4.878465465,1.07E-06,2.56E-06
ENSG00000104921.15,28.78673341,-1.094623007,0.26167726,-4.183103293,2.88E-05,6.06E-05
ENSG00000104951.16,94.0924445,-1.144417926,0.153914997,-7.435389301,1.04E-13,4.32E-13
ENSG00000105011.9,297.412561,-1.348319001,0.159840836,-8.435385062,3.30E-17,1.74E-16
ENSG00000105131.8,22.85993167,-1.951338974,0.121774494,-16.02420102,8.66E-58,3.52E-56
ENSG00000105219.10,36.44938433,-1.037500218,0.132530697,-7.828376681,4.94E-15,2.24E-14
NA.5,NA,NA,NA,NA,NA,NA
ENSG00000105467.9,11.35446249,-1.043140859,0.206610641,-5.048824475,4.45E-07,1.10E-06
ENSG00000105479.16,55.5466102,-1.81776054,0.139603855,-13.02084774,9.31E-39,1.61E-37
ENSG00000105514.8,351.0248435,-1.075890279,0.096400211,-11.16066313,6.35E-29,6.70E-28
ENSG00000105519.18,952.8887238,-2.108416354,0.132507464,-15.91167996,5.26E-57,2.05E-55
ENSG00000105550.10,0.541391314,-1.418173082,0.35894448,-3.950953872,7.78E-05,0.000156797
ENSG00000105559.12,2077.638174,-1.919418671,0.146704381,-13.08358113,4.09E-39,7.25E-38
ENSG00000105694.3,2.355232575,-1.014806008,0.1296307,-7.828438831,4.94E-15,2.24E-14
ENSG00000105707.14,132.0149549,-1.035562888,0.162049818,-6.390398325,1.65E-10,5.40E-10
ENSG00000105810.10,3039.623687,-1.370187482,0.125646828,-10.90507021,1.09E-27,1.08E-26
ENSG00000105825.14,28.43526141,-1.6686783,0.190187324,-8.773867052,1.73E-18,9.85E-18
ENSG00000105835.12,4455.327763,-1.447229987,0.110160128,-13.13751187,2.01E-39,3.63E-38
ENSG00000105855.10,11063.86097,-1.143519795,0.085742785,-13.33662989,1.42E-40,2.72E-39
ENSG00000105877.18,80.86676398,-4.039825313,0.135307027,-29.85672967,7.18E-196,1.46E-192
ENSG00000105889.16,45.65096341,-1.14011334,0.136601028,-8.346301321,7.04E-17,3.64E-16
ENSG00000105894.12,23206.94096,-1.155313938,0.088658712,-13.03102549,8.15E-39,1.42E-37
ENSG00000105948.13,384.6895074,-1.459297938,0.073199258,-19.93596627,1.98E-88,2.40E-86
ENSG00000105971.15,649.4106772,-1.855630342,0.099360339,-18.67576507,7.80E-78,6.73E-76
ENSG00000105976.16,300.4564035,-1.302790524,0.197953626,-6.581291528,4.66E-11,1.59E-10
ENSG00000105991.10,22.03585879,-3.78569139,0.192301867,-19.68619157,2.83E-86,3.19E-84
ENSG00000105996.7,44.39127396,-4.575295298,0.430515113,-10.62749055,2.22E-26,2.04E-25
ENSG00000105997.22,42.98411216,-4.461615481,0.423838756,-10.52668124,6.51E-26,5.78E-25
ENSG00000106003.13,5676.375282,-1.156911308,0.116946696,-9.892637849,4.48E-23,3.38E-22
ENSG00000106004.5,85.4255666,-4.63509883,0.345162889,-13.42872879,4.10E-41,8.01E-40
ENSG00000106006.6,10.48152713,-4.757438507,0.506083504,-9.400501045,5.43E-21,3.64E-20
ENSG00000106125.14,39.95295385,-1.177215256,0.132748783,-8.867992858,7.45E-19,4.36E-18
ENSG00000106211.10,7435.040943,-1.543572259,0.118925216,-12.97935216,1.60E-38,2.73E-37
ENSG00000106236.4,1584.278574,-1.437537147,0.211728553,-6.789528991,1.13E-11,4.02E-11
ENSG00000106333.13,519.5349423,-1.905332703,0.117031348,-16.28053283,1.36E-59,6.03E-58
ENSG00000106366.9,1932.388557,-2.04810178,0.210458833,-9.731602841,2.21E-22,1.61E-21
ENSG00000106483.12,840.8246468,-2.789513785,0.150473591,-18.53822826,1.02E-76,8.41E-75
ENSG00000106484.16,2730.829379,-1.420762029,0.099294649,-14.30854576,1.94E-46,4.74E-45
ENSG00000106511.6,268.0765179,-6.056762109,0.193895364,-31.23727145,3.32E-214,1.81E-210
ENSG00000106526.10,18.56564005,-1.191771079,0.146335466,-8.144102785,3.82E-16,1.88E-15
ENSG00000106536.21,63.83540011,-1.099886197,0.188457178,-5.836265884,5.34E-09,1.54E-08
ENSG00000106538.10,627.8911325,-4.259886985,0.142119507,-29.97397799,2.14E-197,5.00E-194
NA.6,NA,NA,NA,NA,NA,NA
ENSG00000106546.14,667.1834725,-1.029293041,0.124368941,-8.276126143,1.27E-16,6.47E-16
ENSG00000106565.18,2331.039458,-1.535977173,0.130795581,-11.7433415,7.64E-32,9.29E-31
ENSG00000106571.15,898.1157842,-1.241979527,0.096842748,-12.8247035,1.19E-37,1.93E-36
ENSG00000106624.11,9392.559885,-2.439759645,0.174074846,-14.0155784,1.25E-44,2.88E-43
ENSG00000106631.8,6.326583603,-1.567804499,0.194372343,-8.065985494,7.26E-16,3.50E-15
ENSG00000106633.17,164.8965913,-1.816080147,0.14589133,-12.4481705,1.43E-35,2.11E-34
ENSG00000106686.16,53.52601068,-1.124682752,0.083541562,-13.46255362,2.60E-41,5.13E-40
ENSG00000106819.13,68.36126734,-1.496964914,0.148692037,-10.06755266,7.69E-24,6.07E-23
ENSG00000106823.12,1247.915355,-1.746010465,0.154495496,-11.30136807,1.29E-29,1.41E-28
ENSG00000106927.12,3.530818663,-1.099613611,0.206030761,-5.33713318,9.44E-08,2.47E-07
ENSG00000107014.9,6.052908891,-1.011365211,0.121545883,-8.320851257,8.73E-17,4.50E-16
ENSG00000107159.13,54.44254541,-2.105115957,0.1823025,-11.54737841,7.61E-31,8.86E-30
ENSG00000107438.9,494.9465149,-2.112410673,0.15222117,-13.87724629,8.70E-44,1.93E-42
ENSG00000107485.18,24.07280182,-1.904538631,0.18773722,-10.14470457,3.50E-24,2.81E-23
ENSG00000107736.21,422.2385079,-1.159334598,0.106943862,-10.84059034,2.21E-27,2.16E-26
ENSG00000108001.15,33.4704763,-2.031497296,0.194639343,-10.43723879,1.68E-25,1.45E-24
ENSG00000108231.14,1151.395855,-1.273949692,0.166512718,-7.6507651,2.00E-14,8.70E-14
ENSG00000108244.17,3.893508148,-1.712076048,0.224545364,-7.624633246,2.45E-14,1.06E-13
ENSG00000108405.4,43.74641266,-1.273894031,0.16600297,-7.673923112,1.67E-14,7.31E-14
ENSG00000108511.10,5.107525785,-2.437237503,0.295998196,-8.233960677,1.81E-16,9.08E-16
ENSG00000108602.18,35.72285932,-3.274587547,0.153115422,-21.38639929,1.79E-101,3.89E-99
ENSG00000108821.14,3445.354195,-3.318250598,0.212327825,-15.62795926,4.70E-55,1.68E-53
ENSG00000108846.16,647.8955677,-2.82994402,0.248152847,-11.40403608,3.99E-30,4.50E-29
ENSG00000108849.8,1.438337085,-1.039244229,0.30053158,-3.458020053,0.000544161,0.000996529
ENSG00000108950.12,186.5323801,-1.017636147,0.161729643,-6.292205474,3.13E-10,9.98E-10
ENSG00000109099.16,6155.448644,-1.048389101,0.089058059,-11.77197339,5.44E-32,6.66E-31
ENSG00000109113.20,938.5495777,-2.813613279,0.09099056,-30.92203489,6.04E-210,2.46E-206
ENSG00000109182.12,2.007169818,-3.462442435,0.321679966,-10.76362471,5.11E-27,4.88E-26
ENSG00000109193.12,0.626571318,-1.286782116,0.341234995,-3.770955891,0.000162623,0.00031552
ENSG00000109272.4,1.638728089,-1.038035107,0.257104402,-4.037406981,5.40E-05,0.000110633
ENSG00000109424.4,1.33932951,-1.182912701,0.173174562,-6.830753241,8.45E-12,3.04E-11
ENSG00000109610.6,471.9007704,-2.407827506,0.155894655,-15.44522174,8.12E-54,2.74E-52
ENSG00000109674.4,61.96069634,-1.401717449,0.183083525,-7.656163749,1.92E-14,8.36E-14
ENSG00000109705.8,25.97165013,-2.206370634,0.220249391,-10.0176015,1.28E-23,9.94E-23
ENSG00000109805.10,262.4012421,-1.191279953,0.183493343,-6.492224353,8.46E-11,2.82E-10
ENSG00000109851.7,0.79195312,-1.611011926,0.291864724,-5.519721273,3.40E-08,9.24E-08
ENSG00000109854.14,461.1738373,-1.143786948,0.09897743,-11.55603808,6.88E-31,8.03E-30
ENSG00000109861.17,2016.636161,-1.194406499,0.120348822,-9.924538336,3.26E-23,2.48E-22
ENSG00000109943.9,9.542321501,-1.136548652,0.162159537,-7.00883016,2.40E-12,9.03E-12
ENSG00000109944.11,181.2676389,-3.29885514,0.145373158,-22.69232633,5.33E-114,1.74E-111
ENSG00000110057.8,1012.614871,-1.07620959,0.105665949,-10.18501796,2.31E-24,1.87E-23
ENSG00000110195.14,107.021135,-1.838899918,0.154816078,-11.87796475,1.54E-32,1.96E-31
ENSG00000110448.11,35.16324594,-1.420157376,0.149028834,-9.529413459,1.58E-21,1.09E-20
ENSG00000110455.14,293.9174238,-1.336258333,0.124204619,-10.75852369,5.40E-27,5.15E-26
ENSG00000110492.15,2228.697189,-1.57082012,0.12363206,-12.705605,5.50E-37,8.67E-36
ENSG00000110665.12,29.10585902,-1.597904094,0.137526846,-11.61885214,3.31E-31,3.92E-30
ENSG00000110719.10,868.6498898,-1.013889484,0.101258537,-10.01287907,1.34E-23,1.04E-22
ENSG00000110848.8,112.3727623,-1.28513893,0.17411667,-7.380906913,1.57E-13,6.44E-13
ENSG00000110887.8,234.1332808,-1.278732436,0.290333709,-4.404354006,1.06E-05,2.33E-05
ENSG00000111012.10,90.04930348,-3.03745413,0.162896151,-18.64656784,1.35E-77,1.14E-75
ENSG00000111046.4,0.790160527,-1.216182395,0.242081211,-5.023861159,5.06E-07,1.25E-06
ENSG00000111057.11,36.98322462,-1.230215367,0.179526442,-6.85255806,7.25E-12,2.62E-11
ENSG00000111058.8,1110.485334,-2.13976272,0.115696121,-18.4946799,2.28E-76,1.84E-74
ENSG00000111087.10,76.89787542,-2.600679099,0.15972369,-16.28236301,1.32E-59,5.87E-58
ENSG00000111291.8,2.382637246,-1.037758863,0.153249787,-6.771682233,1.27E-11,4.53E-11
ENSG00000111321.11,776.4602181,-1.217234915,0.089916627,-13.53737298,9.41E-42,1.90E-40
ENSG00000111331.13,2269.006714,-1.443840191,0.134066668,-10.76956871,4.79E-27,4.59E-26
ENSG00000111335.13,1100.618211,-1.613731066,0.14618332,-11.03909161,2.48E-28,2.54E-27
ENSG00000111341.10,1430.956493,-1.065683753,0.215572635,-4.943502013,7.67E-07,1.86E-06
ENSG00000111424.12,37.77908069,-1.998934917,0.153670755,-13.0079072,1.10E-38,1.90E-37
ENSG00000111536.5,0.6802668,-1.042269026,0.259783478,-4.012068186,6.02E-05,0.00012261
ENSG00000111537.5,0.778831632,-1.70546397,0.315581264,-5.404199061,6.51E-08,1.73E-07
NA.7,NA,NA,NA,NA,NA,NA
ENSG00000111799.21,593.7069358,-1.995150528,0.140740992,-14.17604421,1.29E-45,3.06E-44
ENSG00000111834.13,159.189125,-2.642510815,0.139348622,-18.96330787,3.43E-80,3.14E-78
ENSG00000111837.12,60.39858982,-1.872200209,0.120084951,-15.59063141,8.43E-55,2.98E-53
ENSG00000111981.5,23.96334306,-2.385743361,0.188277183,-12.67144175,8.51E-37,1.33E-35
ENSG00000112041.13,3.775280682,-2.616907257,0.173430439,-15.08908861,1.91E-51,5.84E-50
ENSG00000112096.19,22178.85607,-1.370310665,0.138747873,-9.876264308,5.28E-23,3.96E-22
ENSG00000112175.8,20.3888483,-3.380699744,0.280287833,-12.06152869,1.69E-33,2.25E-32
ENSG00000112183.15,86.22821923,-1.811295011,0.183439332,-9.874082037,5.39E-23,4.05E-22
ENSG00000112238.12,9.79700045,-4.898249022,0.342510038,-14.30103785,2.16E-46,5.27E-45
ENSG00000112246.10,1.01163767,-2.797233143,0.408360079,-6.849918212,7.39E-12,2.67E-11
ENSG00000112297.18,209.1532703,-1.220445342,0.152270062,-8.015005229,1.10E-15,5.22E-15
ENSG00000112299.8,42.26614337,-1.007304071,0.160448382,-6.278056899,3.43E-10,1.09E-09
ENSG00000112319.19,190.4656595,-4.065460603,0.173716909,-23.4027915,4.00E-121,1.48E-118
ENSG00000112333.12,754.9569704,-2.176203176,0.118357637,-18.38667305,1.68E-75,1.34E-73
ENSG00000112539.15,85.86016517,-2.49121638,0.14411712,-17.28605445,5.99E-67,3.43E-65
ENSG00000112715.25,2976.805121,-1.430592794,0.137259147,-10.42256802,1.96E-25,1.68E-24
ENSG00000112742.10,190.2372809,-1.030301522,0.177163029,-5.815556032,6.04E-09,1.74E-08
ENSG00000112769.20,2493.735574,-1.005048063,0.101521184,-9.899885184,4.17E-23,3.15E-22
ENSG00000112773.16,704.6194213,-1.459705941,0.098135972,-14.87432094,4.84E-50,1.38E-48
ENSG00000112812.16,22.05630213,-1.038707486,0.273237559,-3.801481356,0.000143834,0.000280633
ENSG00000112981.5,360.5551434,-1.182257579,0.088820725,-13.31060484,2.01E-40,3.82E-39
ENSG00000112984.12,246.9364459,-1.475428662,0.184509842,-7.996476752,1.28E-15,6.04E-15
ENSG00000113083.15,249.079393,-2.197835372,0.123083603,-17.85644323,2.58E-71,1.75E-69
ENSG00000113088.6,6.546991501,-1.746972022,0.266801522,-6.547833789,5.84E-11,1.97E-10
ENSG00000113212.7,347.0263739,-1.327313252,0.166691229,-7.962705995,1.68E-15,7.90E-15
ENSG00000113263.13,49.61978771,-1.291126062,0.21563457,-5.987565282,2.13E-09,6.38E-09
ENSG00000113296.14,1526.188591,-2.569688299,0.105570389,-24.34099495,7.22E-131,3.02E-128
ENSG00000113361.13,963.0287145,-1.380294227,0.087073569,-15.85204598,1.36E-56,5.15E-55
ENSG00000113389.16,118.9731966,-1.149050385,0.192940219,-5.955473633,2.59E-09,7.70E-09
ENSG00000113396.13,112.1070575,-1.398321798,0.177454957,-7.879868893,3.28E-15,1.51E-14
ENSG00000113504.21,1364.654897,-1.196728304,0.076818689,-15.5786089,1.02E-54,3.58E-53
ENSG00000113810.16,785.2523267,-1.375556341,0.113210903,-12.15038748,5.71E-34,7.80E-33
ENSG00000113889.14,3.248229838,-1.114702692,0.276122714,-4.036982958,5.41E-05,0.000110805
ENSG00000113924.12,15.34871693,-2.985090264,0.17454744,-17.10188515,1.44E-65,7.79E-64
ENSG00000113946.4,5.779349414,-1.23150635,0.214212376,-5.748997205,8.98E-09,2.55E-08
ENSG00000114115.10,1512.711457,-3.770674919,0.12315777,-30.61662216,7.35E-206,2.40E-202
ENSG00000114349.10,9.873019062,-1.24449432,0.165113596,-7.537200759,4.80E-14,2.04E-13
ENSG00000114473.14,1117.738168,-1.295698866,0.07466691,-17.35305318,1.87E-67,1.11E-65
ENSG00000114529.13,16.53225826,-2.307470063,0.182499556,-12.64370232,1.21E-36,1.88E-35
ENSG00000114547.10,41.12507636,-1.023617538,0.115920433,-8.830346027,1.04E-18,6.05E-18
ENSG00000114654.7,80.53571417,-1.033455153,0.110807662,-9.326567648,1.09E-20,7.19E-20
ENSG00000114656.12,79.12422324,-1.104328621,0.093485552,-11.81282665,3.35E-32,4.17E-31
ENSG00000114737.16,107.8927621,-1.672544407,0.12136458,-13.78115763,3.31E-43,7.11E-42
ENSG00000114923.17,2252.692186,-1.079009081,0.105147627,-10.26184904,1.05E-24,8.63E-24
ENSG00000115085.14,59.66254467,-1.321255655,0.125724852,-10.50910486,7.84E-26,6.93E-25
ENSG00000115107.20,1054.737737,-2.730336154,0.128368631,-21.26949663,2.18E-100,4.61E-98
ENSG00000115112.8,682.3444189,-3.324428144,0.190436811,-17.45685678,3.05E-68,1.87E-66
ENSG00000115163.15,86.21461475,-1.546400331,0.176823307,-8.74545534,2.22E-18,1.26E-17
ENSG00000115165.10,155.1945626,-1.028470717,0.124900562,-8.234316188,1.81E-16,9.06E-16
ENSG00000115232.14,227.9477667,-1.166613376,0.131734713,-8.855778038,8.31E-19,4.85E-18
ENSG00000115267.8,791.7721811,-1.069584204,0.102932484,-10.391124,2.72E-25,2.31E-24
ENSG00000115290.10,89.72388076,-2.30919281,0.183414889,-12.58999651,2.40E-36,3.66E-35
ENSG00000115339.14,95.22845049,-3.027701811,0.120948512,-25.03298111,2.68E-138,1.41E-135
ENSG00000115361.8,77.05641659,-2.106539972,0.149943876,-14.04885638,7.83E-45,1.82E-43
ENSG00000115386.6,2.211858861,-2.749535027,0.480350024,-5.724023917,1.04E-08,2.95E-08
ENSG00000115414.21,22729.7205,-1.010837411,0.134201971,-7.532209854,4.99E-14,2.11E-13
ENSG00000115423.19,170.2658014,-1.486027901,0.140649882,-10.56544005,4.31E-26,3.87E-25
ENSG00000115457.10,3402.893456,-3.893657251,0.154161647,-25.25697753,9.49E-141,5.16E-138
ENSG00000115461.5,20246.4625,-1.416051551,0.128121921,-11.05237527,2.13E-28,2.20E-27
ENSG00000115474.7,5.271441134,-1.086867999,0.213815297,-5.083209733,3.71E-07,9.22E-07
ENSG00000115507.10,183.6481888,-3.095888142,0.14300607,-21.64864853,6.26E-104,1.48E-101
ENSG00000115523.17,139.9059197,-1.084068342,0.190376108,-5.694350805,1.24E-08,3.49E-08
ENSG00000115593.15,33.98050539,-2.104905354,0.206924152,-10.17235222,2.63E-24,2.13E-23
ENSG00000115648.14,32.72088259,-1.002061128,0.178607384,-5.610412651,2.02E-08,5.60E-08
ENSG00000115718.18,25.30252665,-1.779807747,0.111437476,-15.97135735,2.02E-57,8.11E-56
ENSG00000115884.11,326.3066033,-1.663494632,0.139331671,-11.93909916,7.40E-33,9.56E-32
ENSG00000116014.10,9.641978478,-1.03473497,0.260270172,-3.97561873,7.02E-05,0.000142179
ENSG00000116183.11,167.8224453,-1.476533963,0.140724236,-10.49239283,9.36E-26,8.24E-25
ENSG00000116717.13,2147.051978,-1.288689126,0.126439711,-10.19212334,2.15E-24,1.75E-23
ENSG00000116726.5,0.766721478,-2.581477969,0.384824577,-6.708194129,1.97E-11,6.89E-11
ENSG00000116774.12,1882.609602,-1.069281975,0.11192204,-9.553810623,1.25E-21,8.67E-21
ENSG00000116785.14,1.771178914,-1.337054513,0.233014655,-5.738070487,9.58E-09,2.72E-08
ENSG00000116791.14,1185.605793,-1.047582159,0.092281738,-11.35199857,7.25E-30,8.06E-29
ENSG00000116815.16,270.1781458,-1.921782369,0.089899632,-21.37697698,2.19E-101,4.70E-99
ENSG00000116824.5,51.56777534,-1.846536106,0.207461032,-8.900640716,5.55E-19,3.27E-18
ENSG00000117009.12,30.13975634,-1.675228649,0.178622696,-9.378587883,6.69E-21,4.47E-20
ENSG00000117090.15,9.739949839,-1.662587585,0.218024859,-7.625678982,2.43E-14,1.05E-13
ENSG00000117091.10,40.81516134,-1.261588893,0.192743728,-6.545421236,5.93E-11,2.00E-10
ENSG00000117114.20,1259.707355,-1.457425261,0.114727782,-12.70333338,5.67E-37,8.92E-36
ENSG00000117115.13,9830.783749,-1.120913231,0.131336195,-8.534686377,1.41E-17,7.57E-17
ENSG00000117226.12,1171.734899,-1.406251046,0.153490798,-9.161793841,5.10E-20,3.23E-19
ENSG00000117228.10,1944.660149,-1.68106975,0.170281231,-9.872313819,5.49E-23,4.11E-22
ENSG00000117298.16,5344.946981,-1.098761959,0.072200953,-15.21810876,2.68E-52,8.50E-51
ENSG00000117399.14,396.099463,-1.464422269,0.171465244,-8.540636202,1.33E-17,7.19E-17
ENSG00000117400.18,60.62444951,-1.240215747,0.120903346,-10.25791086,1.09E-24,8.97E-24
ENSG00000117525.14,4363.096668,-2.137834654,0.119078943,-17.95308728,4.54E-72,3.21E-70
ENSG00000117560.8,4.253840943,-1.445060557,0.235772454,-6.129047442,8.84E-10,2.72E-09
ENSG00000117600.12,2379.744545,-1.126205757,0.123975015,-9.084134847,1.05E-19,6.47E-19
ENSG00000117602.13,244.2894963,-1.602779071,0.100960522,-15.8753049,9.40E-57,3.60E-55
ENSG00000117643.14,2742.170519,-1.46756541,0.128479277,-11.4225846,3.22E-30,3.66E-29
ENSG00000117650.13,161.9061071,-1.316175756,0.174540558,-7.540801825,4.67E-14,1.98E-13
ENSG00000117724.13,1510.572895,-1.238320281,0.17461091,-7.091883783,1.32E-12,5.06E-12
ENSG00000117791.16,619.6972528,-1.710096921,0.12671515,-13.49559954,1.66E-41,3.30E-40
ENSG00000117834.13,60.55464493,-1.383663964,0.146411927,-9.450486689,3.37E-21,2.29E-20
ENSG00000117971.12,7.584728301,-2.297038884,0.206572083,-11.11979342,1.01E-28,1.05E-27
ENSG00000118004.18,48.41803743,-1.842288401,0.145750842,-12.63998464,1.27E-36,1.97E-35
ENSG00000118156.12,15.1170198,-1.258529707,0.12647459,-9.950850252,2.50E-23,1.92E-22
ENSG00000118193.12,196.8547726,-1.240852591,0.170249987,-7.288415165,3.14E-13,1.26E-12
ENSG00000118231.5,5.991251143,-1.967418104,0.256734807,-7.663230895,1.81E-14,7.94E-14
ENSG00000118271.12,6.91060078,-3.190880165,0.266213692,-11.98616098,4.20E-33,5.49E-32
ENSG00000118307.20,139.3601147,-1.306095051,0.115523983,-11.30583468,1.23E-29,1.34E-28
ENSG00000118432.12,2224.118997,-1.355317139,0.133642233,-10.14138354,3.62E-24,2.90E-23
ENSG00000118492.17,7.114317364,-3.475956594,0.261175548,-13.30888985,2.06E-40,3.91E-39
ENSG00000118495.20,264.3950053,-1.241497281,0.105842512,-11.72966567,8.98E-32,1.09E-30
ENSG00000118508.5,378.6010928,-1.291652881,0.100701631,-12.82653384,1.16E-37,1.89E-36
ENSG00000118557.16,47.32562341,-1.007124802,0.090551169,-11.12216232,9.79E-29,1.03E-27
ENSG00000118785.14,33234.14946,-1.522028518,0.16310404,-9.331642062,1.04E-20,6.87E-20
ENSG00000118849.10,74.22636568,-2.075586775,0.134132343,-15.47417074,5.18E-54,1.77E-52
ENSG00000118898.16,469.3053238,-1.6358024,0.212581322,-7.694948849,1.42E-14,6.24E-14
ENSG00000119147.10,193.7877463,-1.892089663,0.156523446,-12.08821884,1.22E-33,1.64E-32
ENSG00000119408.17,3046.707833,-1.146823982,0.084595636,-13.55653831,7.25E-42,1.47E-40
ENSG00000119431.9,345.2164268,-1.680986892,0.109876426,-15.2988858,7.78E-53,2.53E-51
ENSG00000119514.7,54.91246144,-1.147195938,0.095985626,-11.95174725,6.36E-33,8.26E-32
ENSG00000119703.15,152.7705491,-1.273959096,0.088991265,-14.31555212,1.75E-46,4.29E-45
ENSG00000119771.15,450.384175,-1.335559826,0.126478785,-10.55955608,4.59E-26,4.11E-25
ENSG00000119943.13,170.5728295,-1.348614606,0.111778608,-12.06505099,1.62E-33,2.16E-32
ENSG00000120051.15,47.18151495,-1.108200892,0.116456294,-9.51602407,1.80E-21,1.24E-20
ENSG00000120057.5,42.67502327,-1.011461907,0.210831366,-4.797492556,1.61E-06,3.80E-06
ENSG00000120068.7,21.05763429,-7.008427973,0.365846154,-19.15676276,8.50E-82,8.35E-80
ENSG00000120075.5,7.78685328,-4.439603159,0.295864049,-15.00555128,6.75E-51,2.02E-49
ENSG00000120093.11,125.605091,-5.948671778,0.196864969,-30.21701532,1.42E-200,3.85E-197
ENSG00000120094.9,0.268718318,-1.662899116,0.549712077,-3.025036537,0.002486031,0.004212312
ENSG00000120217.14,171.58318,-1.278347795,0.124739011,-10.24817965,1.21E-24,9.90E-24
ENSG00000120278.16,1356.389196,-1.257359711,0.08292235,-15.16309787,6.21E-52,1.92E-50
ENSG00000120318.16,914.3204934,-1.985009613,0.084934764,-23.37099102,8.43E-121,3.06E-118
ENSG00000120436.4,3.199200023,-1.499825595,0.263222331,-5.697942078,1.21E-08,3.42E-08
ENSG00000120471.15,38.60210826,-1.166772191,0.121940432,-9.568378371,1.09E-21,7.57E-21
ENSG00000120498.14,2.703250294,-1.358112681,0.196169395,-6.923162911,4.42E-12,1.62E-11
ENSG00000120708.17,2442.534415,-1.161712415,0.173453969,-6.697525719,2.12E-11,7.40E-11
